rank,competitor,dob,nat,sec,pos_sec,pos_full,venue,date,world_athletics_event_ranking_score,men_100,men_100_wind,men_100_score,men_lj,men_lj_wind,men_lj_score,men_sp,men_sp_score,men_hj,men_hj_score,men_400,men_400_score,men_110h,men_110h_wind,men_110h_score,men_dt,men_dt_score,men_pv,men_pv_score,men_jt,men_jt_score,men_1500,men_1500_score,overall_score,average_wind
756,Jesus Castillo,8/5/1993,ESP,1,5,5,Alcobendas (ESP),7/27/2014,922,11.64,-2.4,723,6.33,0.3,659,12.37,629,1.88,696,50.62,786,15.75,-0.9,761,31.07,486,4.2,673,50.52,596,04:43:00,658.48,6667,-1
803,Lauri Hulleman,2/18/1999,NED,1,4,4,Den Haag (NED),7/28/2019,922,11.41,0.7,771,6.97,1.6,807,11.25,561,1.82,644,50.94,772,16.85,-0.7,640,35.52,574,4.23,682,49.61,583,04:47:00,633.65,6667,0.5333333333333333
725,Andrew Powell,9/8/1989,USA,1,1,1,"Worcester, MA (USA)",5/5/2012,922,11.61,0,730,6.7,0,743,11.01,546,1.9,714,51.45,749,15.36,-1,807,36.32,590,3.7,535,46.19,532,04:33:00,721.84,6667,-0.3333333333333333
720,Tom Chandler,9/19/1997,GBR,1,6,6,Bedford (GBR),5/27/2018,922,11.53,0.8,746,6.59,0.2,718,12.07,611,1.8,627,51.12,764,16.31,-3.1,698,33.95,543,4.22,679,45.03,515,04:26:00,766.91,6667,-0.7000000000000001
742,Spartak Ljasenko,8/23/1988,EST,1,5,5,Bedford (GBR),7/19/2015,922,11.21,1.4,814,6.76,3.4,757,12.06,610,1.81,636,51.12,764,15.44,0,797,37.69,618,3.85,576,44.94,514,04:56:00,581.13,6667,1.5999999999999999
804,Grant Carpenter,NA,USA,1,1,1,"Edinburg, TX (USA)",5/11/2017,922,11.07,3.1,845,6.63,3.8,727,12.75,652,1.8,627,51.83,732,15.84,3.3,751,37.31,610,4.1,645,44.42,506,04:57:00,572.26,6667,3.4
803,Yang Tian,5/28/1997,CHN,1,10,10,Shenyang (CHN),7/11/2019,922,11.43,0,767,6.81,0.1,769,9.95,483,1.92,731,51.03,768,15.02,-0.1,847,33.25,529,4.4,731,41.39,462,04:56:00,580.2,6667,0
758,Veiko Aunapuu,5/4/1992,EST,1,5,5,Rakvere (EST),8/4/2013,922,11.19,2.6,819,6.8,2.6,767,11.07,550,1.81,636,52.87,687,16.3,-1.1,699,33.03,524,4.95,895,40.18,445,04:45:00,645.64,6667,1.3666666666666665
720,Austin Heitland,NA,USA,1,3,3,"Des Moines, IA (USA)",4/26/2018,922,10.97,1.5,867,6.38,2.5,670,12.5,637,1.87,687,49.2,852,16.38,-1.5,691,28.31,431,4.3,702,39.49,435,04:37:00,695.48,6667,0.8333333333333334
758,Luca Schumacher,6/15/1905,GER,1,8,8,Vaterstetten (GER),8/24/2014,921,11.43,0.4,767,6.39,-0.5,673,12.27,623,1.88,696,51.7,738,16.68,0,658,38.9,642,3.8,562,57.8,705,04:52:00,602.75,6666,-0.033333333333333326
759,Chris Sanders,6/15/1905,USA,1,4,4,"Santa Barbara, CA (USA)",4/6/2013,921,11.6,1.2,732,6.72,0.4,748,12.62,644,1.95,758,52.8,690,15.34,0.5,809,35.41,572,3.55,496,53.54,641,04:57:00,576.17,6666,0.7000000000000001
723,Severin Zentgraf,2/10/1998,GER,1,2,2,"Bernhausen, Filderstadt (GER)",6/3/2018,921,11.24,0.4,808,6.5,1,697,12.44,633,1.8,627,53.67,653,15.3,0.3,814,32.85,521,4.6,790,52.36,624,05:10:00,499.03,6666,0.5666666666666667
704,Jonathan Da Silva,5/13/2001,BRA,1,3,3,Cuiaba (BRA),9/17/2022,921,11.05,-1,850,6.62,0,725,8.95,423,1.83,653,48.91,866,14.89,0.1,863,29.33,451,3.9,590,47,544,04:36:00,701.34,6666,-0.3
759,Steven Scarvelis,6/13/1905,USA,1,9,9,"Los Angeles, CA (USA)",5/5/2013,921,11.43,1.4,767,6.03,0.8,593,13.09,673,1.82,644,50.16,807,15.47,2.6,794,35.27,569,4,617,38.71,423,04:24:00,779.33,6666,1.6000000000000003
805,Richard Griffith,NA,GER,1,3,3,"Terre Haute, IN (USA)",5/11/2019,921,11.28,2.5,799,6.12,0.2,613,11.39,569,1.9,714,50.88,774,15.27,1.2,817,40.35,672,4.27,693,37.49,406,04:51:00,609.97,6666,1.3
761,Lane Austell,12/3/1993,USA,1,4,4,"Fayetteville, AR (USA)",4/28/2013,921,11.52,0.4,748,6.33,0.4,659,11.9,600,1.81,636,51.16,762,16.3,2.3,699,34.38,551,4.4,731,51.03,604,04:40:00,675.95,6665,1.0333333333333332
745,Quincy Murphy,NA,USA,1,1,1,"Birmingham, AL (USA)",4/26/2015,921,11.39,0.2,776,6.51,-0.6,700,12.74,651,1.92,731,52.14,719,14.81,0.1,873,33.61,536,3.94,601,43.05,486,04:54:00,592.96,6665,-0.09999999999999998
705,Arthur Katahdin,NA,USA,1,6,6,"Cougar Athletic Stadium, Azusa, CA (USA)",4/14/2022,921,10.97,0.8,867,6.1,1.2,608,12.35,628,1.82,644,50.21,805,15.74,-1.3,762,34.64,556,4.55,775,40.16,444,04:57:00,576.34,6665,0.2333333333333333
737,Mario Arancón,3/29/1994,ESP,1,4,4,Gijón (ESP),7/24/2016,921,11.43,-0.9,767,6.82,0.1,771,12.69,648,1.83,653,51.74,736,15.25,0.3,820,33.16,527,4.1,645,39.7,438,04:43:00,660.53,6665,-0.16666666666666666
706,Thomas Dodgen,NA,USA,1,4,4,"Mickey Miller Blackwell Stadium, Gulf Shores, AL (USA)",5/26/2022,921,11.53,-0.2,746,6.42,0.7,679,11.89,600,1.86,679,51.33,754,16.42,-1.1,686,32.35,511,4.3,702,53.77,645,04:42:00,662.65,6664,-0.20000000000000004
727,Spencer Wordell,NA,USA,1,1,1,"Spokane, WA (USA)",4/11/2012,921,11.27,-0.4,801,6.13,NA,615,11.35,567,1.92,731,50.09,810,16.46,-0.4,682,32.9,522,4.15,659,52.6,627,04:44:00,650.2,6664,NA
567,Aaron Mcvein,NA,USA,1,8,8,"Eugene, OR (USA)",5/10/2009,921,11.01,2.6,858,6.77,0.5,760,12.13,614,1.98,785,51.05,767,17.42,0.7,581,38.77,640,3.55,496,49.09,575,04:55:00,588.83,6664,1.2666666666666666
706,Devin Donahue,9/1/2000,USA,1,2,2,"Sports Backer Stadium, Richmond, VA (USA)",5/8/2022,921,11.21,2.3,814,7.02,2.4,818,13.5,698,1.84,661,52,725,14.94,3.5,857,35.45,573,3.7,535,48.26,563,05:25:00,420.69,6664,2.733333333333333
759,Nathan Hancock,11/26/1991,USA,1,1,1,"Aberdeen, SD (USA)",4/28/2014,921,11.18,0.3,821,6.73,1.2,750,10.52,517,2.01,813,51.41,751,15.74,0.4,762,29.32,451,4.15,659,47.29,549,04:54:00,591.89,6664,0.6333333333333333
759,Nathan Hancock,11/26/1991,USA,1,1,1,"Winona, MN (USA)",5/10/2014,921,11.18,0.3,821,6.73,1.2,750,10.52,517,2.01,813,51.41,751,15.74,0.4,762,29.32,451,4.15,659,47.29,549,04:54:00,591.89,6664,0.6333333333333333
693,Oleksandr Palamarchuk,5/11/1987,UKR,1,30,30,Toruń (POL),7/3/2011,921,11.42,1.2,769,7.26,-0.4,876,13.71,711,1.95,758,52.68,695,15.12,0.8,835,37.56,615,3.7,535,46.29,534,05:43:00,336.87,6664,0.5333333333333333
592,Jordan Wehr,9/18/1989,USA,1,13,13,"Austin, TX (USA)",4/1/2010,921,11.11,3.9,836,6.61,3.3,723,11.02,547,1.9,714,52.36,709,14.89,3.6,863,30.79,480,4.7,819,42.16,473,05:10:00,500.4,6664,3.5999999999999996
693,Dominic Devaud,9/28/1988,USA,1,2,2,"Baltimore, MD (USA)",5/8/2011,921,11.68,2,715,6.34,0.4,661,11.22,559,1.88,696,50.93,772,14.98,0.2,852,30.09,466,4.7,819,41.82,469,04:44:00,655.08,6664,0.8666666666666667
746,Guoyuan Qin,1/20/1996,CHN,1,14,14,Beijing (CHN),6/28/2015,921,11.25,-0.5,806,6.75,0.5,755,10.85,537,1.95,758,49.54,836,15.57,0.1,782,32.85,521,4.4,731,41.38,462,05:15:00,476.72,6664,0.03333333333333333
724,Andrew Worley,NA,USA,1,4,4,"Des Moines, IA (USA)",4/26/2018,921,11.7,-1.6,711,6.41,2.2,677,11.92,602,1.87,687,51.83,732,15.63,0.7,775,34.07,545,4.2,673,50.43,595,04:42:00,666.26,6663,0.43333333333333335
724,Ryota Sugimoto,6/18/1997,JPN,1,3,3,Kyoto (JPN),5/11/2018,921,11.09,1.6,841,6.51,0.7,700,11.05,549,1.8,627,51.51,746,14.75,0.9,880,26.87,403,4,617,50.06,589,04:35:00,711.46,6663,1.0666666666666667
761,Brian Matthews,NA,USA,1,3,3,"Provo, UT (USA)",4/24/2014,921,11.17,0.8,823,6.48,-0.9,693,10.22,499,1.88,696,49.4,842,15,-1.1,850,27.08,407,4.2,673,49.57,582,04:53:00,598.41,6663,-0.4000000000000001
747,Josue Louis,10/31/1987,HAI,1,8,8,"Terry Fox AF, Ottawa (CAN)",6/20/2015,921,11.52,1.2,748,6.63,0.1,727,12.17,617,1.95,758,52.13,719,14.92,1.5,859,33.26,529,4,617,48.29,563,05:06:00,526,6663,0.9333333333333332
724,Hayden Sather,NA,USA,1,1,1,"Golden, CO (USA)",4/28/2018,921,11.19,1.8,819,6.88,1.3,785,10.83,536,1.83,653,49.46,840,16.32,-0.9,697,33.03,524,4,617,48.17,562,04:48:00,630.18,6663,0.7333333333333334
738,Bryce Holesinger,NA,USA,1,13,13,"Bradenton, FL (USA)",5/27/2016,921,11.39,-1.9,776,6.69,3.3,741,11.73,590,1.78,610,50.91,773,15.43,1.1,798,34.2,548,4.4,731,47.69,554,05:03:00,542.17,6663,0.8333333333333334
244,Simone Ronzoni,10/27/2000,ITA,1,3,3,"Stadio Zecchini, Grosseto (ITA)",9/19/2020,921,11.5,0.9,753,6.85,-1.4,778,10.56,519,1.83,653,51.5,747,16.16,0.4,715,33.74,539,4.1,645,46.37,535,04:24:00,779.39,6663,-0.03333333333333329
695,Harley Goedhart,NA,USA,1,5,5,"Sacramento, CA (USA)",5/12/2011,921,11.59,0,734,6.35,4.9,664,12.16,616,1.89,705,50.91,773,15.7,0.6,767,34.32,550,4.35,716,43.67,496,04:46:00,642.7,6663,1.8333333333333333
761,Brock Emory,9/4/1990,USA,1,6,6,"Azusa, CA (USA)",4/17/2014,921,11.49,-1.6,755,6.56,0.8,711,11.7,588,2.05,850,50.94,772,15.04,1.4,845,36.76,599,3.9,590,39.7,438,05:07:00,515.92,6663,0.19999999999999996
747,Kerinde Hilario De Souza Brites Da Silva,2/9/1994,BRA,1,12,12,Sao Bernardo do Campo (BRA),5/16/2015,921,11.08,0.1,843,6.99,-0.5,811,12.12,614,1.92,731,50.79,779,15.43,-0.8,798,31.33,491,4.1,645,39.32,432,05:07:00,519.31,6663,-0.4000000000000001
594,Patrick Euchner,6/12/1905,GER,1,6,6,Potsdam (GER),8/27/2010,921,11.74,0,703,6.46,1.2,688,14.42,754,1.7,544,53.19,673,17.09,-1.2,615,45.63,780,4,617,62.26,772,05:07:00,516.59,6662,0
708,Brad Thomas,NA,USA,1,4,4,"UC Davis Woody Wilson Track, Davis, CA (USA)",5/7/2022,921,11.45,-0.5,763,6.74,0,753,13.25,682,1.93,740,50.77,779,16.1,1,722,22.79,325,3.51,485,61,753,04:43:00,660.04,6662,0.16666666666666666
763,Samuel Smith,NA,USA,1,2,2,"Princeton, NJ (USA)",5/17/2014,921,12,1.7,651,6.24,1.2,639,13.15,676,1.92,731,53.77,649,16.27,0.3,703,40.31,671,4.3,702,55.73,674,04:59:00,566.17,6662,1.0666666666666667
762,Tandy Juell,NA,USA,1,11,11,"Pueblo, CO (USA)",5/24/2013,921,10.99,3,863,6.52,1.7,702,13.42,693,1.87,687,52.77,691,16.04,0.9,728,27.21,410,4.3,702,54.67,658,05:05:00,528.69,6662,1.866666666666667
245,Rasmus Elfgaard,12/3/1994,SWE,1,6,6,"Sunnerbovallen, Ljungby (SWE)",8/2/2020,921,11.44,-0.4,765,6.63,1.3,727,12.29,624,1.8,627,53.6,656,16,-1.8,733,39.58,656,4.75,834,53.24,637,05:29:00,403.39,6662,-0.3
708,Alessandro Arrius,7/17/2001,ITA,1,1,1,"Stadio Luigi Ridolfi, Firenze (ITA)",6/12/2022,921,11,0.9,861,6.73,2.5,750,9.99,485,1.86,679,50.44,794,15.32,-2.8,811,27.83,422,4.4,731,47.37,550,04:56:00,579.9,6662,0.20000000000000004
750,Razvan George Roman,4/22/1993,ROU,1,20,20,Inowroclaw (POL),7/5/2015,921,11.43,-1.4,767,7.27,0.9,878,11.58,581,1.98,785,51.91,729,15.3,1.6,814,32.03,505,3.8,562,46.42,536,05:09:00,505.06,6662,0.3666666666666667
762,Dillon Schrodt,NA,USA,1,10,10,"Pueblo, CO (USA)",5/24/2013,921,10.83,3,899,6.65,2.9,732,11.11,553,1.93,740,50.16,807,14.7,0.5,886,29.9,462,3.9,590,44.33,505,05:12:00,488.33,6662,2.1333333333333333
702,Aleksandr Tabala,5/23/1986,RUS,1,10,10,"Olympic Stadium, Cheboksary (RUS)",6/24/2021,921,12.3,0,593,6.4,3,675,13.83,718,1.78,610,55.31,586,16.26,1.4,704,42.48,715,4.6,790,57.14,695,04:57:00,575.99,6661,1.4666666666666668
807,Yisikandaer Aihaiti,6/23/1998,CHN,1,8,8,Guiyang (CHN),6/26/2017,921,11.22,0.8,812,6.65,0.6,732,12.1,612,1.8,627,50.52,791,15.68,0.1,769,33.63,536,4.1,645,51.01,604,05:04:00,533.13,6661,0.5
807,Chris Robertson,6/14/1905,CAN,1,6,6,Abidjan (CIV),7/26/2017,921,11.77,0.3,697,6.62,0.7,725,10.97,544,1.94,749,53.25,671,15.63,1.1,775,38.45,633,4.1,645,50.28,593,04:48:00,629.33,6661,0.7000000000000001
764,Parker Shearer,9/7/1992,USA,1,7,7,"Columbia, SC (USA)",5/10/2013,921,11.68,1.6,715,6.76,2.9,757,12.2,619,2,803,52.79,691,15.42,0.9,799,34.76,559,3.75,549,47.83,557,04:51:00,612.37,6661,1.8
764,Connor Williamson,11/3/1988,USA,1,3,3,"Tucson, AZ (USA)",4/11/2014,921,11.31,0.8,793,6.51,0,700,13.6,704,1.81,636,52.33,710,15.27,0.9,817,36.64,597,4,617,47.4,550,05:04:00,537.53,6661,0.5666666666666668
730,Trevor Willis,NA,USA,1,4,4,"Marion, IN (USA)",5/25/2012,921,11.79,-4.1,693,6.5,3.4,697,12.02,608,1.93,740,51.14,763,16.18,2.3,713,35.27,569,4.05,631,47.25,548,04:37:00,699.94,6661,0.5333333333333333
739,Guoyuan Qin,1/20/1996,CHN,1,16,16,Huai'an (CHN),4/22/2016,921,11.59,-0.4,734,6.35,2.1,664,12.2,619,1.92,731,50.39,797,15.54,-1,785,30.26,470,4.4,731,45.34,520,04:51:00,610.93,6661,0.2333333333333334
739,Seth Gretz,NA,USA,1,4,4,"Gulf Shores, AL (USA)",5/27/2016,921,11.27,1,801,6.59,1,718,9.49,455,1.91,723,51.86,731,15.07,2.9,841,30.67,478,4.65,804,45.33,520,04:55:00,589.06,6661,1.6333333333333335
806,Sunne Rodriguez-Weems,NA,USA,1,1,1,"Prairie View, TX (USA)",5/4/2019,921,11.19,1.3,819,7,2.1,814,10.79,533,1.83,653,53.52,660,15.85,0,750,32.89,522,5.11,944,45.01,515,05:19:00,451.79,6661,1.1333333333333335
751,Tristan Faure,6/8/1992,USA,1,3,3,"High Point, NC (USA)",5/15/2015,921,11.42,0.3,769,6.7,0.3,743,11.33,566,1.81,636,52.61,698,14.96,3,854,39.18,648,4,617,42.62,480,04:44:00,650.75,6661,1.2
751,Roberto Paoluzzi,1/3/1993,ITA,1,3,3,Torino (ITA),7/25/2015,921,11.39,1.5,776,6.68,1.3,739,10.85,537,1.83,653,52.74,693,15.65,0.7,773,32.57,515,4.5,760,40,442,04:25:00,773.31,6661,1.1666666666666667
765,Tim Wunderlich,4/2/1987,USA,1,1,1,"Charlotte, NC (USA)",3/15/2013,921,11.56,3.8,740,6.79,-3,764,13.88,721,1.83,653,53.68,653,20.55,0.7,307,43.55,737,4.35,716,60.88,751,04:50:00,618.74,6660,0.49999999999999994
809,Brendan Thurber-Blaser,1/5/1998,USA,1,1,1,"Missoula, MT (USA)",4/28/2017,921,11.47,-3.6,759,6.81,-0.7,769,13.17,678,1.8,627,52.94,684,17.01,0.5,623,38.35,631,3.95,603,55.75,674,04:51:00,612.85,6660,-1.2666666666666666
765,Samuel Smith,NA,USA,1,5,5,"Piscataway, NJ (USA)",5/4/2013,921,11.6,1.8,732,6.47,3,691,13.14,676,1.88,696,55.38,584,15.84,3.6,751,41.84,702,4.05,631,54.51,656,05:03:00,541.49,6660,2.8000000000000003
703,Kolby Heinerikson,1/30/2001,USA,1,10,10,"PVAMU Track Stadium, Prairie View, TX (USA)",4/16/2021,921,11.56,0.9,740,6.73,1.6,750,12.65,646,1.82,644,52.88,687,15.64,3.9,774,35.71,578,4.2,673,51.25,607,04:59:00,561.96,6660,2.1333333333333333
741,Ryan Looser,NA,USA,1,5,5,"Toledo, OH (USA)",5/13/2016,921,11.52,0.1,748,6.76,1.5,757,11.25,561,1.78,610,52.2,716,15.09,-1.2,839,37.31,610,4.3,702,49.54,582,05:04:00,535.21,6660,0.1333333333333334
807,Marco Leone,3/25/1998,ITA,1,3,3,Mantova (ITA),5/26/2019,921,11.67,0,717,6.53,0.5,704,11.89,600,1.78,610,53.13,676,15.56,-0.2,783,34.24,548,4.8,849,49.1,575,04:53:00,598.52,6660,0.09999999999999999
727,Matt Bigelow,1/4/1996,USA,1,3,3,"Terre Haute, IN (USA)",5/12/2018,921,11,1.5,861,6.6,0,720,10.86,537,1.91,723,51.54,745,15.42,1.5,799,36.93,602,3.93,598,44.81,512,04:59:00,563.69,6660,1
753,Raphael Holdener,2/22/1994,SUI,1,7,7,Lausanne (SUI),8/16/2015,921,11.53,0.6,746,6.58,0,716,12.66,647,1.89,705,52.19,716,14.91,-0.4,860,33.86,541,4,617,41.26,460,04:44:00,652.73,6660,0.06666666666666665
742,Jason Dunn,NA,USA,1,14,14,"Bradenton, FL (USA)",5/27/2016,920,11.27,-1.9,801,6.84,1,776,13.11,674,1.75,585,49.71,828,16.53,-0.1,674,38.47,634,3.7,535,57.01,693,05:18:00,459.23,6659,-0.3333333333333333
728,Aries Toledo,11/2/1993,PHI,1,1,1,Jakarta (INA),2/12/2018,920,12.11,1.2,629,7.27,1.3,878,11.34,566,1.76,593,50.5,792,14.91,0,860,36.08,585,3.8,562,52.56,627,04:58:00,567.62,6659,0.8333333333333334
704,Yuhong Jiang,2/6/1997,CHN,1,3,3,Chengdu (CHN),5/15/2021,920,11.3,0.5,795,6.92,0.1,795,12.19,618,1.92,731,52.7,694,16.73,1.1,653,34.42,552,4.2,673,51.94,617,05:05:00,531.27,6659,0.5666666666666668
704,Fynn Zenker,6/20/1905,GER,1,11,11,"Stadionring, Ratingen (GER)",6/20/2021,920,11.88,0,675,6.42,1.4,679,12.38,629,1.79,619,53.18,674,16.34,1.1,695,40.6,677,4.7,819,50.91,602,04:54:00,590.65,6659,0.8333333333333334
728,Chris Robertson,6/14/1905,CAN,1,1,1,Toronto (CAN),6/23/2018,920,11.53,2.7,746,6.51,0.4,700,12.05,609,1.94,749,53.27,670,15.6,-1.1,778,39.15,647,4.05,631,49.9,587,05:03:00,542.34,6659,0.6666666666666666
568,Oscar Mina,7/14/1981,ECU,1,2,2,Lima (PER),6/21/2009,920,10.92,0,878,6.44,0.7,684,11.86,598,1.96,767,49.67,830,16.75,-0.8,651,38.82,641,3.5,482,48.04,560,04:58:00,568.49,6659,-0.03333333333333336
754,Angus Stoudt,6/15/1905,USA,2,4,4f2,"Azusa, CA (USA)",4/16/2015,920,11.94,-0.5,663,6.73,0,750,12.38,629,1.9,714,53.37,666,15.34,1.4,809,37.02,604,4.1,645,46.67,539,04:46:00,640.37,6659,0.3
767,Nerijus Rimkevicius,8/30/1992,LTU,1,3,3,Kaunas (LTU),6/1/2013,920,11.23,-1.6,810,6.69,2.4,741,10.11,492,1.82,644,50.51,791,15.22,1.7,823,31.43,493,4.2,673,46.43,536,04:43:00,656.81,6659,0.8333333333333334
809,Guorui Zhao,4/5/1996,CHN,1,9,9,Zhaoqing (CHN),4/8/2019,920,11.67,0.1,717,6.85,0.3,778,12,606,1.95,758,52.68,695,15.81,-0.8,754,37.91,622,4.1,645,46.17,532,05:01:00,552.82,6659,-0.13333333333333333
710,Mitch Stegeman,NA,USA,1,2,2,"Veterans Memorial Stadium, La Crosse, WI (USA)",4/23/2022,920,11.36,0.8,782,6.3,0,652,11.35,567,1.82,644,52.22,715,15.67,4.2,770,38.17,627,4.55,775,45.67,525,04:52:00,602.03,6659,1.6666666666666667
810,Matt Neururer,NA,USA,1,4,4,"Riverside, CA (USA)",3/24/2017,920,11.5,0,753,6.46,0.8,688,10.82,535,1.85,670,49.74,827,16.35,0.2,694,34.87,561,4.2,673,45.55,523,04:31:00,735.35,6659,0.3333333333333333
696,Brandon Graef,NA,USA,1,7,7f1,"Azusa, CA (USA)",4/14/2011,920,11.31,2.4,793,6.67,2.7,736,12.25,622,1.79,619,51.55,745,15.14,1.9,833,37.86,621,4.2,673,44.7,511,05:09:00,506.87,6659,2.3333333333333335
704,Ty Kimberlin,NA,USA,1,1,1f1,"Catamount Athletic Complex, Cullowhee, NC (USA)",5/2/2021,920,11.18,0.9,821,6.89,0,788,12.3,625,1.92,731,50.4,796,16.29,0,700,29.85,461,4.3,702,40.09,443,04:54:00,592.6,6659,0.3
811,Alexander Everts,7/19/1994,GER,1,3,3,Ratingen (GER),4/30/2017,920,11.8,0.2,691,6.26,1,644,13.02,668,1.75,585,52.53,702,15.5,0,790,39.71,659,4.3,702,54.6,657,04:59:00,560.57,6658,0.39999999999999997
711,Mihiro Tsuneishi,8/13/1998,JPN,1,1,1,"Hamayama Park Athletic Field, Izumo (JPN)",6/4/2022,920,10.88,-1.6,888,6.74,0.3,753,11.11,553,1.74,577,49.07,858,15.41,0.1,801,25.65,380,3.8,562,54.25,652,04:47:00,634.5,6658,-0.39999999999999997
730,Oliver Ryborg Kjeldsen,7/25/1995,DEN,1,6,6,"San Marcos, TX (USA)",5/12/2018,920,11.46,1,761,6.56,3.8,711,12.45,634,1.7,544,50.92,773,15.75,1.7,761,34.81,560,4.1,645,51.31,608,04:43:00,661.4,6658,2.1666666666666665
732,Antti Miihkinen,7/18/1981,FIN,1,4,4,Hyvinkää (FIN),7/22/2012,920,12.02,-1.2,647,6.89,0.9,788,12.93,663,1.83,653,53.78,649,15.96,0.7,737,40.26,670,4.1,645,49.43,580,04:48:00,626.3,6658,0.13333333333333333
730,James Asselin,NA,USA,1,3,3,"Santa Barbara, CA (USA)",3/23/2018,920,12.16,-1,620,6.53,0,704,12.5,637,1.92,731,53.22,672,15.87,0,747,34.17,547,4.1,645,47.87,557,04:22:00,798.06,6658,-0.3333333333333333
711,Derek Pekar,2/20/2001,USA,1,7,7,"Morris Williams T&F Stadium, Durham, NC (USA)",5/13/2022,920,11.22,3.1,812,6.91,3.4,792,11.65,585,1.92,731,53.15,675,16.42,1.6,686,36.11,586,4.55,775,45.08,516,05:10:00,500.02,6658,2.6999999999999997
711,Geyi Zhu,7/14/2004,CHN,1,3,3,Huangshi (CHN),7/15/2022,920,11.15,-0.4,827,6.82,0.8,771,11.22,559,1.89,705,49.87,821,15.25,0.4,820,31.77,499,3.9,590,44.81,512,05:01:00,554.71,6658,0.26666666666666666
732,Andrew Hodges,10/26/1989,AUS,1,6,6,Melbourne (AUS),4/14/2012,920,11.29,-0.7,797,6.73,0.3,750,12.02,608,1.95,758,49.74,827,16.58,-0.7,669,32.93,522,4.2,673,44.5,508,05:02:00,546.03,6658,-0.36666666666666664
711,Eric Vanerp,NA,USA,1,2,2,"Oral Roberts Oneok Sport Complex, Tulsa, OK (USA)",5/13/2022,920,11.22,1.8,812,6.96,2.2,804,13.07,672,1.93,740,54.82,606,15.11,0.2,836,33.2,528,4,617,44.27,504,05:03:00,539.62,6658,1.4000000000000001
246,Trystan De Weerdt,7/17/1995,NED,1,1,1,"Atletiekbaan De Aarhoek, Alphen aan den Rijn (NED)",7/19/2020,920,11.22,0.3,812,6.65,2.3,732,11.11,553,1.98,785,52.09,721,15.81,0.3,754,34.54,554,4.1,645,44.12,502,04:53:00,600.54,6658,0.9666666666666665
596,Cam Crowley,8/31/1988,AUS,1,3,3,Hobart (AUS),2/14/2010,920,10.93,0.3,876,6.62,-0.2,725,12.64,645,1.91,723,50.02,814,16.6,-1.8,667,33.09,526,3.8,562,39.63,437,04:39:00,683.44,6658,-0.5666666666666668
810,Valentin Charles,8/10/1997,FRA,1,9,9,Laval (FRA),6/16/2019,920,11.05,2.2,850,6.9,1.6,790,13.55,701,1.91,723,51.16,762,14.76,1.7,879,35.2,568,4.2,673,12.1,58,04:44:00,654.4,6658,1.8333333333333333
715,Ville Kattelus,6/2/1992,FIN,1,7,7,"Keskusurheilukenttä, Joensuu (FIN)",8/7/2022,920,11.24,2.7,808,6.76,3.2,757,12.28,623,1.86,679,51.22,759,15.95,2,738,37.56,615,3.9,590,47.8,556,05:04:00,532.62,6657,2.6333333333333333
745,Thibaut Aurousseau,4/21/1993,FRA,1,6,6,Guéret (FRA),6/19/2016,920,11.5,1.2,753,6.78,2.7,762,11.79,594,1.85,670,52.73,693,16.17,1.8,714,35.17,567,4.3,702,42.51,479,04:33:00,723.98,6657,1.9000000000000001
697,Thomas Mairre,3/7/1989,FRA,1,1,1,Tarnos (FRA),4/24/2011,920,11.42,-0.4,769,6.66,-0.3,734,10.86,537,1.93,740,50.77,779,15.39,-0.6,803,35.03,564,4.01,620,42.36,476,04:47:00,635.23,6657,-0.4333333333333333
734,Antonio Wood,NA,USA,1,1,1,"Lexington, VA (USA)",3/24/2012,920,11.4,-0.4,774,6.74,0.7,753,11.21,559,2.07,868,51.37,753,15.55,0,784,31.53,495,4.34,714,33.7,352,04:52:00,605.85,6657,0.09999999999999998
735,Teddy Elsenbaumer,NA,USA,1,3,3,"Stockton, CA (USA)",4/7/2012,920,11.49,NA,755,6.43,NA,682,10.47,514,1.84,661,50.52,791,15.77,NA,759,33.4,532,3.94,601,51.94,617,04:31:00,733.2,6656,NA
756,Nycolas Yglesias Nascimento,2/19/1995,BRA,1,5,5,Sao Bernardo do Campo (BRA),4/12/2015,920,11.51,0.9,750,6.83,-0.2,774,12.02,608,1.89,705,52.92,685,15.98,-0.3,735,35.62,576,4.2,673,48.9,572,04:56:00,578.09,6656,0.13333333333333333
732,Payson Maydew,NA,USA,1,2,2,"Kearney, NE (USA)",5/5/2018,920,11.52,0.9,748,6.47,0,691,11.53,578,1.78,610,50.7,783,16.87,1.7,638,40.71,679,4.45,746,47.91,558,04:49:00,625.08,6656,0.8666666666666667
811,Antonios Andreoglou,7/7/1999,GRE,1,2,2,Thessaloniki (GRE),4/24/2019,920,11.34,-0.6,786,6.77,1.7,760,11.6,582,1.87,687,52.73,693,15.34,0.6,809,37.08,605,4,617,46.27,534,04:56:00,583.65,6656,0.5666666666666668
735,David Feeney,10/17/1987,GBR,1,5,5,Stoke (GBR),8/5/2012,920,11.4,-0.2,774,6.41,0.9,677,12.14,615,1.8,627,50.82,777,14.8,0,874,35.96,583,4.1,645,44.21,503,04:51:00,610.75,6656,0.2333333333333333
